Counts, Timestamp
1, 5
4, 10
2, 15
3, 20
2, 25
1, 30
5, 35
1, 40
5, 45
3, 50
2, 55
5, 60
3, 65
3, 70
3, 75
1, 80
5, 85
2, 90
0, 95
5, 100
2, 105
0, 110
3, 115
4, 120
3, 125
3, 130
2, 135
1, 140
0, 145
4, 150
2, 155
2, 160
3, 165
1, 170
1, 175
3, 180
1, 185
5, 190
0, 195
2, 200
2, 205
3, 210
7, 215
4, 220
2, 225
3, 230
0, 235
5, 240
1, 245
5, 250
3, 255
3, 260
4, 265
6, 270
7, 275
2, 280
3, 285
6, 290
2, 295
5, 300
