Temperature, Pressure, Relative_Humidity, Air_Quality_PM1, Air_Quality_PM2.5, Air_Quality_PM10, Timestamp
80.992, 1002.872, 33.896, 1, 2, 3, 181
80.983, 1002.856, 33.964, 1, 2, 3, 182
80.992, 1002.852, 33.909, 1, 2, 3, 183
80.974, 1002.866, 33.767, 1, 2, 3, 184
80.974, 1002.845, 33.872, 1, 2, 3, 185
80.965, 1002.876, 33.86, 1, 2, 3, 187
80.947, 1002.848, 33.817, 1, 2, 3, 188
80.938, 1002.859, 34.057, 1, 2, 3, 189
80.965, 1002.86, 34.032, 1, 2, 3, 190
80.938, 1002.849, 33.934, 1, 2, 3, 191
80.956, 1002.858, 33.909, 1, 2, 3, 192
80.965, 1002.851, 33.86, 1, 2, 3, 193
80.974, 1002.858, 33.995, 1, 2, 3, 194
80.974, 1002.842, 33.915, 1, 2, 3, 196
80.965, 1002.833, 34.014, 1, 2, 3, 197
80.956, 1002.854, 33.989, 1, 2, 3, 198
81.001, 1002.841, 34.013, 1, 2, 3, 199
81.001, 1002.831, 33.946, 1, 2, 3, 200
80.992, 1002.844, 34.044, 1, 2, 3, 201
81.001, 1002.849, 33.983, 1, 2, 3, 202
80.983, 1002.817, 33.97, 1, 2, 3, 203
81.001, 1002.83, 33.952, 1, 2, 3, 205
80.992, 1002.843, 33.712, 1, 2, 3, 206
80.992, 1002.835, 33.909, 1, 2, 3, 207
80.992, 1002.785, 33.872, 1, 2, 3, 208
81.011, 1002.86, 34.038, 1, 2, 3, 209
81.02, 1002.843, 33.859, 1, 2, 3, 210
81.038, 1002.849, 33.699, 1, 2, 3, 211
81.048, 1002.836, 33.772, 1, 2, 3, 212
81.075, 1002.818, 33.834, 1, 2, 3, 214
81.112, 1002.847, 33.723, 1, 2, 3, 215
81.148, 1002.828, 33.661, 1, 2, 3, 216
81.167, 1002.794, 33.648, 1, 2, 3, 217
81.185, 1002.846, 33.759, 1, 2, 3, 218
81.222, 1002.815, 33.746, 1, 2, 3, 219
81.222, 1002.816, 33.783, 1, 2, 3, 220
81.258, 1002.817, 33.869, 1, 2, 3, 221
81.286, 1002.84, 33.635, 1, 2, 3, 223
81.295, 1002.839, 33.708, 1, 2, 3, 224
81.313, 1002.816, 33.64, 1, 2, 3, 225
81.332, 1002.82, 33.794, 1, 2, 3, 226
81.359, 1002.821, 33.634, 1, 2, 3, 227
81.35, 1002.825, 33.615, 1, 2, 3, 228
81.35, 1002.833, 33.394, 1, 2, 3, 229
81.35, 1002.863, 33.523, 1, 2, 3, 230
81.359, 1002.84, 33.572, 1, 2, 3, 232
81.332, 1002.83, 33.486, 1, 2, 3, 233
81.35, 1002.856, 33.615, 1, 2, 3, 234
81.332, 1002.819, 33.584, 1, 2, 3, 235
81.341, 1002.833, 33.634, 1, 2, 3, 236
81.332, 1002.835, 33.64, 1, 2, 3, 237
81.313, 1002.859, 33.652, 1, 2, 3, 238
81.313, 1002.821, 33.572, 1, 2, 3, 239
81.277, 1002.829, 33.524, 1, 2, 3, 241
81.277, 1002.807, 33.462, 1, 2, 3, 242
81.24, 1002.822, 33.543, 1, 2, 3, 243
81.231, 1002.783, 33.598, 1, 2, 3, 244
81.24, 1002.828, 33.549, 1, 2, 3, 245
81.203, 1002.856, 33.549, 1, 2, 3, 246
81.185, 1002.829, 33.66, 1, 2, 3, 247
81.185, 1002.877, 33.562, 1, 2, 3, 248
81.158, 1002.858, 33.74, 1, 2, 3, 250
81.158, 1002.818, 33.79, 1, 2, 3, 251
81.148, 1002.826, 33.845, 1, 2, 3, 252
81.139, 1002.847, 33.661, 1, 2, 3, 253
81.102, 1002.834, 33.452, 1, 2, 3, 254
81.112, 1002.839, 33.784, 1, 2, 3, 255
81.084, 1002.833, 33.797, 1, 2, 3, 256
81.093, 1002.821, 33.704, 1, 2, 3, 258
81.121, 1002.824, 33.544, 1, 2, 3, 259
81.093, 1002.804, 33.803, 1, 2, 3, 260
81.093, 1002.825, 33.507, 1, 2, 3, 261
81.093, 1002.853, 33.692, 1, 2, 3, 262
81.075, 1002.853, 33.594, 1, 2, 3, 263
81.102, 1002.816, 33.729, 1, 2, 3, 264
81.121, 1002.818, 33.711, 1, 2, 3, 265
81.112, 1002.815, 33.704, 1, 2, 3, 267
81.112, 1002.772, 33.612, 1, 2, 3, 268
81.084, 1002.806, 33.858, 1, 2, 3, 269
81.075, 1002.837, 33.859, 1, 2, 3, 270
81.075, 1002.824, 33.606, 1, 2, 3, 271
81.084, 1002.848, 33.766, 1, 2, 3, 272
81.066, 1002.862, 33.772, 1, 2, 3, 273
81.057, 1002.854, 33.619, 1, 2, 3, 274
81.048, 1002.859, 33.613, 1, 2, 3, 276
81.038, 1002.854, 33.736, 1, 2, 3, 277
81.057, 1002.835, 33.791, 1, 2, 3, 278
81.048, 1002.826, 33.816, 1, 2, 3, 279
81.066, 1002.883, 33.662, 1, 2, 3, 280
81.066, 1002.832, 33.821, 1, 2, 3, 281
81.066, 1002.872, 33.785, 1, 2, 3, 282
81.084, 1002.855, 33.662, 1, 2, 3, 283
81.075, 1002.825, 33.674, 1, 2, 3, 285
81.093, 1002.849, 33.575, 1, 2, 3, 286
81.13, 1002.834, 33.642, 1, 2, 3, 287
81.121, 1002.825, 33.649, 1, 2, 3, 288
81.139, 1002.816, 33.612, 1, 2, 3, 289
81.139, 1002.863, 33.648, 1, 2, 3, 290
81.139, 1002.823, 33.575, 1, 2, 3, 291
81.139, 1002.84, 33.612, 1, 2, 3, 292
81.139, 1002.842, 33.71, 1, 2, 3, 294
81.139, 1002.841, 33.667, 1, 2, 3, 295
81.176, 1002.844, 33.433, 1, 2, 3, 296
81.185, 1002.854, 33.611, 1, 2, 3, 297
81.176, 1002.842, 33.556, 1, 2, 3, 298
81.185, 1002.855, 33.537, 1, 2, 3, 299
81.203, 1002.819, 33.5, 1, 2, 3, 300
