Epoch time,Latitude,Longitude,Air Quality PM 2.5 (ug/m3),Radiation (cps)
1637359679.2848427,0,0,4.0,29.0
1637359689.6262674,0,0,4.0,35.8
1637359700.6012483,0,0,4.0,32.2
1637359710.9844167,0,0,5.0,32.8
1637359721.6078212,0,0,4.0,34.0
1637359732.171848,0,0,5.0,36.8
1637359742.7972255,0,0,4.0,35.4
1637359753.340597,0,0,4.0,29.8
1637359763.9168806,0,0,3.0,27.4
1637359774.656734,0,0,3.0,29.4
1637359785.2979078,0,0,3.0,30.4
1637359796.126548,0,0,3.0,35.4
1637359807.0012658,0,0,3.0,40.2
1637359818.0006902,0,0,3.0,26.6
1637359828.9635236,0,0,3.0,40.6
1637359840.3629851,0,0,3.0,36.0
1637359851.38756,0,0,3.0,39.4
1637359862.440273,0,0,3.0,35.0
1637359873.5769446,0,0,3.0,40.0
1637359884.6396616,0,0,3.0,33.4
1637359895.754673,0,0,4.0,37.6
1637359906.8676255,0,0,4.0,37.0
1637359918.1779544,0,0,4.0,32.0
1637359929.4147475,0,0,4.0,31.4
1637359940.649892,0,0,4.0,34.8
1637359951.9014838,0,0,4.0,29.0
1637359963.3513002,0,0,3.0,29.0
1637359975.1894073,0,0,4.0,28.8
1637359986.6590831,0,0,4.0,31.2
1637359998.33279,0,0,4.0,28.4
1637360009.7629516,0,0,4.0,28.0
1637360021.3575778,0,0,4.0,28.6
1637360033.1552603,0,0,4.0,25.2
1637360044.7510443,0,0,4.0,28.2
1637360056.6083162,0,0,4.0,25.4
1637360068.4892035,0,0,4.0,28.2
1637360080.2302046,0,0,4.0,24.6
1637360092.0769928,0,0,3.0,24.4
1637360104.6815255,0,0,3.0,35.2
1637360116.6513782,0,0,3.0,27.2
1637360128.751745,0,0,3.0,28.4
1637360140.73458,0,0,3.0,24.0
1637360152.837297,0,0,3.0,27.6
1637360164.9200308,0,0,3.0,26.2
1637360176.8624718,0,0,3.0,34.6
1637360189.1452081,0,0,4.0,33.4
1637360201.2499976,0,0,4.0,29.6
1637360213.6098785,0,0,4.0,30.0
1637360226.3089552,0,0,4.0,24.8
1637360238.7739725,0,0,4.0,27.2
1637360251.0853658,0,0,5.0,23.4
1637360263.5901055,0,0,4.0,27.2
1637360276.1261137,0,0,5.0,32.6
1637360288.6597266,0,0,5.0,34.2
1637360301.116295,0,0,4.0,23.6
1637360313.7132275,0,0,4.0,27.4
1637360326.3305,0,0,4.0,27.8
1637360338.9890344,0,0,4.0,31.4
1637360352.1059902,0,0,3.0,28.4
